name,price,type,max_motherboard_form_factor,color,included_psu_wattage,has_included_psu,side_panel,external_volume,internal_35_bays,price_available
Corsair iCUE 220T RGB Airflow,1699.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,37.3,2,True
HYTE Y40,2599.8,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,49.7,1,True
Zalman P30,1599.8,MicroATX Mini Tower,Micro ATX,White,,False,Tempered Glass,45.7,2,True
Corsair 9000D RGB AIRFLOW,10399.79,ATX Full Tower,ATX,White,,False,Tempered Glass,149.6,5,True
Jonsbo N10,1239.8,Mini ITX Tower,Mini ITX,Black,,False,Mesh,4.5,0,True
ENDORFY Ventum 200 Air,1280.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,35.4,1,True
HAVN HS420 VGPU,5999.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,76.8,5,True
NZXT H5 Flow (2022),,ATX Mid Tower,ATX,White,,False,Tempered Glass,47.0,1,False
Jonsbo N2,2739.8,Mini ITX Desktop,Mini ITX,Black,,False,Solid,11.1,5,True
CyberPowerPC MASTERBOX NR640,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,47.3,4,False
KOLINK KLA-003,,ATX Mid Tower,ATX,Black,,False,Solid,26.2,0,False
Antec AX61 ELITE,1580.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,36.4,2,True
Thermaltake TR100,2999.8,Mini ITX Desktop,Mini ITX,Green / Black,,False,Mesh,20.6,0,True
Fractal Design Core 1000 USB 3.0,999.8,MicroATX Mid Tower,Micro ATX,Black,,False,Solid,25.8,2,True
HYTE Y60,3599.8,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,60.0,2,True
Phanteks XT M3,,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,40.0,1,False
MSI MAG FORGE M100A,2172.4,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,32.8,2,True
HYTE Y70,4399.8,ATX Mid Tower,ATX,Purple,,False,Tempered Glass,70.7,2,True
DIYPC ARGB-N1,1439.8,MicroATX Mid Tower,Micro ATX,White,,False,Tempered Glass,44.7,2,True
Phanteks XT M3,1359.6,MicroATX Mid Tower,Micro ATX,White,,False,Tempered Glass,40.0,1,True
Fractal Design Focus 2 RGB,1799.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,45.8,2,True
SAMA 3509,1299.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,41.4,2,True
DIYPC DIY-CUBE01,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,40.0,0,False
Asus Prime AP201,1699.8,MicroATX Mini Tower,Micro ATX,White,,False,Tempered Glass,33.0,3,True
be quiet! Light Base 900 DX,4098.0,ATX Full Tower,ATX,Black,,False,Tempered Glass,84.2,1,True
DIYPC ARGB Q10,1459.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,50.4,1,True
Asus TUF Gaming GT501,3299.8,ATX Mid Tower,ATX,Black / Gray,,False,Tempered Glass,75.5,4,True
Asus TUF Gaming GT302 ARGB,3320.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,59.3,2,True
NZXT H5 Elite,3900.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,47.0,1,True
Fractal Design Pop XL Air,2399.79,ATX Full Tower,ATX,White,,False,Tempered Glass,62.4,3,True
Silverstone ALTA D1,16777.59,ATX Full Tower,ATX,Black,,False,Mesh,78.8,4,True
Corsair 6500D Airflow,3999.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,78.3,2,True
Fractal Design Meshify 3 XL Ambience Pro RGB,5499.8,ATX Full Tower,ATX,Black,,False,Tinted Tempered Glass,72.6,2,True
Fractal Design Core 1100,999.8,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,25.7,2,True
Fractal Design Pop Air,1999.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,46.2,2,True
Cooler Master Elite 301 Lite,1119.8,MicroATX Mini Tower,Micro ATX,White,,False,Tempered Glass,34.1,1,True
Corsair iCUE 4000D RGB AIRFLOW,2999.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,48.6,2,True
KOLINK Observatory HF Mesh ARGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,35.0,4,False
NCASE M1,,Mini ITX Tower,Mini ITX,Black,,False,Solid,13.9,2,False
Deepcool CH260,,MicroATX Desktop,Micro ATX,White,,False,Tempered Glass,30.8,1,False
NZXT H7 Flow RGB (2024),2999.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,62.1,2,True
DIYPC ARGB-R1,,ATX Mid Tower,ATX,White,,False,Tempered Glass,,0,False
Corsair iCUE LINK 6500X RGB,5399.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,78.3,2,True
SAMA IM01,,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,21.9,5,False
Fractal Design Torrent,4099.8,ATX Mid Tower,ATX,Black,,False,Solid,69.8,2,True
ADATA XPG VALOR MESH,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,35.8,2,False
MSI MPG GUNGNIR 300R AIRFLOW,2599.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,60.5,2,True
Fractal Design Torrent RGB,4739.8,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,69.8,2,True
Corsair iCUE 5000X RGB,4099.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,66.2,2,True
Asus ProArt PA602 Wood Edition,5599.8,ATX Mid Tower,ATX,Black / Brown,,False,Tempered Glass,81.4,4,True
Silverstone FLP01,,HTPC,Mini ITX,White,,False,Solid,27.1,1,False
Fractal Design Define 7 Compact,2499.79,ATX Mid Tower,ATX,Black,,False,Solid,42.5,2,True
Zalman S4,999.59,ATX Mid Tower,ATX,Black,,False,Tinted Acrylic,,2,True
Fractal Design Meshify 3 XL,3699.8,ATX Full Tower,ATX,Black,,False,Solid,72.6,2,True
Lian Li Lancool II Mesh,5900.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,54.1,3,True
NZXT H510 Elite,,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,41.3,2,False
Cooler Master NCORE 100 AIR,2799.8,Mini ITX Tower,Mini ITX,Black,,False,Mesh,16.4,0,True
Fractal Design Meshify 2 Compact TG Light Tint,2959.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,42.3,2,True
Fractal Design Mood,3299.8,Mini ITX Tower,Mini ITX,Gray,,False,Mesh,20.4,1,True
Raidmax INFINITA i802 AIR,1199.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,38.0,2,True
be quiet! Pure Base 600,1998.0,ATX Mid Tower,ATX,Black,,False,Solid,50.9,3,True
Deepcool CG580,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,51.5,2,False
GAMDIAS ATLAS M1,1699.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,41.0,1,True
Lian Li O11D EVO RGB Automobili Lamborghini,5999.8,ATX Mid Tower,ATX,Black / Gold,,False,Tempered Glass,65.3,4,True
ENDORFY Ventum 200 ARGB,1440.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,35.4,1,True
Corsair 2500X Walnut,3199.8,MicroATX Mini Tower,Micro ATX,Black / Brown,,False,Tempered Glass,54.8,2,True
GameMax F46,1339.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,40.6,2,True
MUSETEX NN8,1599.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,39.5,2,True
be quiet! Dark Base Pro 901,,ATX Full Tower,ATX,Black,,False,Tempered Glass,94.5,2,False
Zalman CUBIX,759.8,MicroATX Mini Tower,Micro ATX,White,,False,Solid,,1,True
be quiet! Pure Base 500 FX,2498.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,48.3,2,True
Corsair FRAME 4000D,2099.79,ATX Mid Tower,ATX,White,,False,Tempered Glass,56.7,2,True
MSI MAG FORGE 100M,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,44.1,2,False
Jonsbo Jonsplus Z20,2099.6,MicroATX Desktop,Micro ATX,White,,False,Tempered Glass,25.3,1,True
Jonsbo Jonsplus Z20,2080.0,MicroATX Desktop,Micro ATX,Orange / Black,,False,Tempered Glass,25.3,1,True
Deepcool MATREXX 50 ADD-RGB 4F,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,44.5,2,False
Jonsbo D32 PRO,1619.8,MicroATX Desktop,Micro ATX,White,,False,Tempered Glass,25.7,2,True
Thermaltake AX700,7999.8,ATX Full Tower,ATX,Black,,False,Mesh,141.4,18,True
Vetroo AL800,1199.8,ATX Mid Tower,ATX,Pink,,False,Tempered Glass,46.4,2,True
Thermaltake View 380 ARGB,2299.79,ATX Mid Tower,ATX,White,,False,Tinted Tempered Glass,51.6,1,True
Deepcool MATREXX 40,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,,2,False
iBuypower Trace 7 Mesh Pro ARGB,2299.79,ATX Mid Tower,ATX,Black,,False,Tempered Glass,51.8,2,True
BitFenix TRITON,1398.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,45.1,2,True
Fractal Design Pop Silent,1699.8,ATX Mid Tower,ATX,Black,,False,Solid,46.2,2,True
Antec CX200M RGB ELITE,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,28.8,2,False
Asus TUF Gaming GT301,1859.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,43.9,2,True
HYTE REVOLT 3,2599.8,Mini ITX Tower,Mini ITX,Black,,False,Mesh,18.4,1,True
Cooler Master MasterBox TD500 Mesh V2,2199.79,ATX Mid Tower,ATX,White,,False,Tempered Glass,52.4,2,True
Fractal Design Meshify C,1999.8,ATX Mid Tower,ATX,Black,,False,Solid,40.6,2,True
Zalman i4,1199.8,ATX Mid Tower,ATX,Black,,False,Mesh,43.1,2,True
Jonsbo TK-0,,Mini ITX Desktop,Mini ITX,White,,False,Tempered Glass,16.4,1,False
HAVN HS420,4599.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,76.8,5,True
Deepcool CG530,,ATX Mid Tower,ATX,Black,,False,Tinted Acrylic,50.0,2,False
Thermaltake The Tower 300,2259.79,MicroATX Mini Tower,Micro ATX,White,,False,Tempered Glass,53.0,3,True
Montech X5,1500.0,ATX Mid Tower,ATX,White,,False,Tempered Glass,51.6,2,True
Jonsbo C6 Handle,1280.0,MicroATX Mini Tower,Micro ATX,Black,,False,Mesh,15.9,1,True
Montech Heritage PRO,2198.0,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,41.5,1,True
Phanteks NV5 MKII,2719.6,ATX Mid Tower,ATX,White,,False,Tempered Glass,60.2,3,True
Thermaltake View 270 Plus TG ARGB,1739.8,ATX Mid Tower,ATX,Green,,False,Tempered Glass,47.6,2,True
Phanteks Eclipse P300A Mesh,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,36.4,2,False
Montech SKY TWO GX,2342.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,49.5,2,True
Thermaltake The Tower 250,2999.0,Mini ITX Tower,Mini ITX,Black,,False,Tempered Glass,42.7,1,True
SAMA ARGB-Q5,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,31.5,2,False
Zalman i3 NEO,,ATX Mid Tower,ATX,Black / Silver,,False,Tempered Glass,44.7,2,False
NZXT H9 Flow RGB (2025),4199.8,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,76.7,2,True
Corsair 5000D AIRFLOW,3499.8,ATX Mid Tower,ATX,White / Gray,,False,Tempered Glass,66.2,2,True
Deepcool CH270 DIGITAL,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,32.4,1,False
Montech KING 65 PRO,,ATX Mid Tower,ATX,White,,False,Tempered Glass,63.0,2,False
Deepcool CH170 DIGITAL,,Mini ITX Tower,Mini ITX,Black,,False,Mesh,19.0,1,False
Lian Li LANCOOL III,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,65.5,4,False
Thermaltake The Tower 600,3799.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,66.2,1,True
NZXT H5 Elite,1399.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,47.0,1,True
be quiet! Light Base 600 DX,2812.4,ATX Mid Tower,ATX,Black,,False,Tempered Glass,59.7,1,True
Jonsbo T6,,Mini ITX Tower,Mini ITX,Black / Brown,,False,Solid,13.7,0,False
KOLINK Unity Lateral Performance,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,53.4,2,False
Corsair 4000D Airflow,,ATX Mid Tower,ATX,Black,750.0,True,Tempered Glass,48.6,2,False
Corsair 3000D AIRFLOW,1999.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,49.5,2,True
Jonsbo Jonsplus Z20,2080.0,MicroATX Desktop,Micro ATX,Pink / White,,False,Tempered Glass,25.3,1,True
Cooler Master MasterBox 600,5892.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,52.4,2,True
Phanteks XT View,1979.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,50.6,2,True
Fractal Design Meshify 2,3199.8,ATX Mid Tower,ATX,Black,,False,Tinted Tempered Glass,61.7,6,True
Lian Li LANCOOL 205M MESH,1799.8,MicroATX Mini Tower,Micro ATX,White,,False,Tempered Glass,33.8,2,True
Antec Performance 1 FT,2459.79,ATX Full Tower,ATX,Black,,False,Tempered Glass,62.7,2,True
darkFlash DB330M,1399.6,MicroATX Mini Tower,Micro ATX,White,,False,Tempered Glass,29.0,1,True
Rosewill Helium NAS,1599.6,ATX Mid Tower,ATX,Black,,False,Mesh,,10,True
Asus ProArt PA401 Wood Edition,2799.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,46.6,2,True
Zalman T6,1041.59,ATX Mid Tower,ATX,Black,,False,Solid,32.4,2,True
MSI MEG MAESTRO 700L PZ,8199.79,ATX Mid Tower,ATX,Black,,False,Tempered Glass,66.8,0,True
Cougar MX330-X,1119.8,ATX Mid Tower,ATX,Black,,False,Solid,39.4,2,True
DIYPC ARGB-G5,1138.0,ATX Mid Tower,ATX,White,,False,Tempered Glass,,1,True
Rosewill FBM-X3,1799.8,MicroATX Mid Tower,Micro ATX,Black,650.0,True,Tempered Glass,37.0,2,True
Cooler Master HAF 500,1999.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,True
NZXT H510i,,ATX Mid Tower,ATX,White,,False,Tempered Glass,41.3,2,False
Corsair 2000D RGB AIRFLOW,3999.8,Mini ITX Tower,Mini ITX,Black,,False,Mesh,24.8,0,True
be quiet! Pure Base 500,1598.0,ATX Mid Tower,ATX,Black,,False,Solid,46.0,2,True
Corsair Carbide Series SPEC-DELTA RGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,41.6,2,False
Thermaltake Versa J25 RGB,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,3,False
Vetroo AL700,1379.6,ATX Mid Tower,ATX,White,,False,Tempered Glass,48.1,1,True
Corsair 2500D Airflow,2073.4,MicroATX Mini Tower,Micro ATX,White,,False,Tempered Glass,54.8,2,True
Fractal Design Meshify 3 XL,3699.8,ATX Full Tower,ATX,Black,,False,Tinted Tempered Glass,72.6,2,True
Phanteks NV5,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,60.2,3,False
Antec CX600M ARGB,1614.6,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,46.8,1,True
Asus TUF Gaming GT502 Horizon,3899.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,57.2,4,True
DIYPC ARGB-G5,1158.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,1,True
NZXT H7 Flow (2022),2599.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,55.8,2,True
Lian Li PC-O11 Dynamic Razer,,ATX Full Tower,ATX,Black,,False,Tempered Glass,54.0,3,False
MSI MPG VELOX 100R,2799.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,53.7,2,True
Thermaltake View 270 Plus TG ARGB,1779.8,ATX Mid Tower,ATX,Blue,,False,Tempered Glass,47.6,2,True
Lian Li O11 Air Mini,4199.0,ATX Mid Tower,ATX,White,,False,Tempered Glass,44.2,4,True
Aerocool CS-1103,,ATX Mid Tower,ATX,Black,,False,Solid,29.9,2,False
be quiet! Silent Base 802,4106.2,ATX Mid Tower,ATX,Black,,False,Tempered Glass,83.8,3,True
ENDORFY Arx 700 ARGB,2490.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,54.2,1,True
Fractal Design Define 7 XL Dark,5099.8,ATX Full Tower,ATX,Black,,False,Tinted Tempered Glass,82.0,6,True
NZXT H5 Flow RGB (2023),2399.79,ATX Mid Tower,ATX,White,,False,Tempered Glass,47.0,1,True
Corsair FRAME 4000D RS,1899.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,56.7,2,True
be quiet! Pure Base 501 Airflow,2198.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,48.1,2,True
Phanteks Enthoo Pro Closed Panel,3103.2,ATX Full Tower,ATX,Black,,False,Solid,69.1,6,True
Aerocool Cylon,,ATX Mid Tower,ATX,Black,,False,Acrylic,37.5,2,False
Antec C8 ARGB,2739.8,ATX Full Tower,ATX,Black,,False,Tempered Glass,66.9,2,True
Thermaltake Core V1,1199.8,Mini ITX Desktop,Mini ITX,White,,False,Acrylic,22.4,2,True
HYTE Y70,4399.8,ATX Mid Tower,ATX,Black / Red,,False,Tempered Glass,70.7,2,True
BitFenix CETO300,1580.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,47.9,1,True
Lian Li LANCOOL 205 Mesh C,2359.79,ATX Mid Tower,ATX,Pink,,False,Tempered Glass,41.3,2,True
Antec NX410,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,39.7,2,False
Silverstone SG13,1492.2,Mini ITX Tower,Mini ITX,Black,,False,Solid,11.5,1,True
NZXT H7 Flow (2022),2599.8,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,55.8,2,True
DARKROCK EC2,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,37.5,2,False
Antec CX500M RGB,,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,40.8,2,False
Lian Li LANCOOL 205 Mesh C,2399.79,ATX Mid Tower,ATX,Black,,False,Tempered Glass,41.3,2,True
Thermaltake TR100,2759.8,Mini ITX Desktop,Mini ITX,White,,False,Mesh,20.6,0,True
Phanteks Eclipse G360A,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,42.3,2,False
Xigmatek Master X,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
Zalman S3,1059.8,ATX Mid Tower,ATX,Black,,False,Tempered Glass,38.4,2,True
Corsair 6500X,,ATX Mid Tower,ATX,Black / Brown,,False,Tempered Glass,78.3,2,False
Fractal Design Meshify 2 Compact,,ATX Mid Tower,ATX,Black,,False,Solid,42.3,2,False
SSUPD Meshroom S V2,,MicroATX Mini Tower,Micro ATX,Black,,False,Mesh,14.9,2,False
NZXT H510 Flow,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,41.3,3,False
Fractal Design Focus G Mini,1530.2,MicroATX Mini Tower,Micro ATX,Black,,False,Acrylic,36.4,2,True
Okinos Cypress 3,1299.6,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,,2,True
Corsair 3000D RGB AIRFLOW,2599.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,49.5,2,True
Deepcool CH560 DIGITAL,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,49.6,2,False
NZXT H9 Flow RGB (2025),4199.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,76.7,2,True
be quiet! Shadow Base 800 FX,4398.0,ATX Mid Tower,ATX,Black,,False,Tempered Glass,70.9,2,True
Phanteks NV7,4319.59,ATX Full Tower,ATX,Black,,False,Tempered Glass,78.9,2,True
Lian Li LANCOOL 215,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,2,False
Asus A31,1499.6,ATX Mid Tower,ATX,White,,False,Tempered Glass,52.9,2,True
GAMDIAS AURA GC1 ELITE,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,34.7,2,False
Cooler Master QUBE 500 Flatpack,1619.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,38.9,4,True
Thermaltake S100,1499.6,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,,2,True
Fractal Design Define 7 Mini,2399.79,MicroATX Mini Tower,Micro ATX,Black,,False,Solid,33.2,2,True
Silverstone GD09 Type-C,2389.19,HTPC,Mini ITX,Black,,False,Mesh,26.5,2,True
be quiet! Light Base 600 LX,3441.0,ATX Mid Tower,ATX,White,,False,Tempered Glass,59.7,1,True
Corsair iCUE LINK 6500X RGB,5399.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,78.3,2,True
Antec FLUX SE,2099.79,ATX Mid Tower,ATX,Black / Brown,,False,Tempered Glass,58.1,2,True
DIYPC ARGB-R1,,ATX Mid Tower,ATX,Black,,False,Tempered Glass,,0,False
Phanteks NV9,,ATX Full Tower,ATX,Black,,False,Tempered Glass,99.0,3,False
GAMDIAS AURA GC2 ELITE,,ATX Mid Tower,ATX,White,,False,Tempered Glass,34.7,2,False
Silverstone FARA H1M,1706.8,MicroATX Mini Tower,Micro ATX,Black,,False,Tempered Glass,30.1,2,True
BitFenix CETO300,1580.0,ATX Mid Tower,ATX,White,,False,Tempered Glass,47.9,1,True
GAMDIAS TALOS E3 MESH,1199.8,ATX Mid Tower,ATX,White,,False,Tempered Glass,34.1,2,True
Fractal Design Focus 2 RGB,1799.8,ATX Mid Tower,ATX,White / Black,,False,Tempered Glass,45.8,2,True
Jonsbo D32 PRO MESH,1499.8,MicroATX Desktop,Micro ATX,,,False,Mesh,25.7,2,True
Cooler Master MasterBox NR400 (w/ODD),1559.6,MicroATX Mid Tower,Micro ATX,Black,,False,Tempered Glass,35.5,4,True
Deepcool MACUBE 110,,MicroATX Mini Tower,Micro ATX,White,,False,Tempered Glass,38.8,2,False
Jonsbo TK-3,2497.6,ATX Mid Tower,ATX,Black,,False,Tempered Glass,52.3,2,True
Asus TUF Gaming GT502,3474.6,ATX Mid Tower,ATX,White,,False,Tempered Glass,57.2,4,True
Lian Li LANCOOL III RGB,6009.4,ATX Mid Tower,ATX,White,,False,Tempered Glass,65.5,4,True
Fractal Design Meshify 2 Nano,,Mini ITX Tower,Mini ITX,Black,,False,Tempered Glass,29.3,1,False
